player_name,OVERALL_PICK,SEASON,Totals_FG,Totals_FT,Totals_TRB,Totals_BLK,Totals_STL,Totals_TOV,Totals_PF,Shooting_FG%,MP,Age
Kon Knueppel,4,2025,181,117,156,6.0,40.0,53.0,83.0,0.479,1189.0,19.0
Ace Bailey,5,2025,203,74,215,38.0,30.0,61.0,83.0,0.46,1000.0,18.0
Tre Johnson,6,2025,224,121,103,10.0,31.0,60.0,69.0,0.427,1145.0,18.0
Jeremiah Fears,7,2025,180,183,141,4.0,56.0,116.0,64.0,0.434,1027.0,18.0
Collin Murray-Boyles,9,2025,198,133,264,43.0,47.0,78.0,82.0,0.586,980.0,19.0
Khaman Maluach,10,2025,136,59,257,51.0,8.0,30.0,80.0,0.712,828.0,18.0
Cedric Coward,11,2025,34,26,42,10.0,5.0,13.0,16.0,0.557,198.0,21.0
Cedric Coward,11,2025,183,77,215,30.0,32.0,71.0,64.0,0.565,977.0,20.0
Derik Queen,13,2025,210,167,323,39.0,39.0,85.0,77.0,0.526,1093.0,20.0
Carter Bryant,14,2025,81,41,152,37.0,35.0,37.0,85.0,0.46,714.0,19.0
Thomas Sorber,15,2025,133,76,203,49.0,35.0,54.0,53.0,0.532,752.0,19.0
Will Riley,21,2025,155,84,145,10.0,9.0,42.0,42.0,0.432,899.0,18.0
Drake Powell,22,2025,102,35,125,25.0,26.0,27.0,65.0,0.483,947.0,19.0
Asa Newell,23,2025,191,101,227,32.0,33.0,37.0,80.0,0.543,958.0,19.0
Nique Clifford,24,2025,80,25,137,20.0,25.0,60.0,74.0,0.374,763.0,20.0
Nique Clifford,24,2025,238,139,346,22.0,43.0,93.0,87.0,0.496,1274.0,22.0
Jase Richardson,25,2025,144,102,119,11.0,30.0,30.0,55.0,0.493,912.0,19.0
Danny Wolf,27,2025,176,71,310,43.0,33.0,74.0,65.0,0.472,985.0,19.0
Danny Wolf,27,2025,186,79,360,50.0,25.0,120.0,76.0,0.497,1128.0,20.0
Liam McNeeley,29,2025,118,110,161,6.0,15.0,50.0,54.0,0.381,867.0,19.0
Rasheer Fleming,31,2025,188,75,299,54.0,49.0,54.0,89.0,0.531,1094.0,20.0
Sion James,33,2025,112,81,163,10.0,32.0,47.0,79.0,0.516,996.0,22.0
Sion James,33,2025,148,95,166,23.0,50.0,37.0,81.0,0.514,1139.0,21.0
Ryan Kalkbrenner,34,2025,271,109,303,93.0,19.0,51.0,49.0,0.653,1206.0,23.0
Johni Broome,35,2025,244,84,358,131.0,24.0,81.0,84.0,0.555,962.0,19.0
Johni Broome,35,2025,263,118,389,76.0,34.0,57.0,76.0,0.51,1088.0,22.0
Adou Thiero,36,2025,65,44,124,27.0,17.0,17.0,52.0,0.492,536.0,19.0
Adou Thiero,36,2025,138,120,157,20.0,44.0,46.0,69.0,0.545,743.0,20.0
Chaz Lanier,37,2025,243,75,148,5.0,34.0,42.0,60.0,0.431,1192.0,23.0
Kam Jones,38,2025,266,57,152,9.0,47.0,63.0,75.0,0.483,1149.0,22.0
Alijah Martin,39,2025,154,66,201,9.0,56.0,48.0,71.0,0.414,1039.0,22.0
Alijah Martin,39,2025,189,89,170,7.0,56.0,55.0,54.0,0.452,1155.0,23.0
Micah Peavy,40,2025,73,18,91,6.0,17.0,33.0,74.0,0.459,589.0,19.0
Micah Peavy,40,2025,147,51,168,8.0,45.0,59.0,77.0,0.458,996.0,22.0
Micah Peavy,40,2025,219,60,185,16.0,74.0,83.0,94.0,0.481,1184.0,23.0
Koby Brea,41,2025,126,14,124,10.0,18.0,24.0,31.0,0.512,959.0,21.0
Koby Brea,41,2025,147,32,115,12.0,17.0,17.0,48.0,0.47,1010.0,22.0
Maxime Raynaud,42,2025,263,114,371,50.0,30.0,84.0,71.0,0.467,1173.0,21.0
Jamir Watkins,43,2025,109,80,189,23.0,41.0,61.0,54.0,0.413,823.0,21.0
Jamir Watkins,43,2025,177,183,182,17.0,38.0,86.0,101.0,0.427,990.0,23.0
Brooks Barnhizer,44,2025,103,68,150,19.0,39.0,47.0,29.0,0.414,628.0,22.0
Amari Williams,46,2025,139,110,249,57.0,27.0,76.0,45.0,0.517,734.0,22.0
Amari Williams,46,2025,138,114,306,44.0,20.0,82.0,79.0,0.561,820.0,23.0
Javon Small,48,2025,83,82,86,4.0,22.0,61.0,34.0,0.397,625.0,20.0
Javon Small,48,2025,149,110,147,8.0,31.0,97.0,54.0,0.441,1022.0,21.0
Javon Small,48,2025,183,146,131,11.0,49.0,87.0,48.0,0.418,1156.0,22.0
Tyrese Proctor,49,2025,165,51,115,4.0,30.0,40.0,73.0,0.452,1137.0,20.0
Kobe Sanders,50,2025,173,136,128,9.0,37.0,61.0,72.0,0.46,1045.0,22.0
Kobe Sanders,50,2025,178,174,108,10.0,24.0,85.0,81.0,0.459,975.0,21.0
John Tonje,53,2025,6,7,7,1.0,2.0,6.0,7.0,0.5,78.0,22.0
John Tonje,53,2025,157,106,154,11.0,25.0,61.0,55.0,0.473,1032.0,21.0
John Tonje,53,2025,204,231,195,8.0,27.0,68.0,63.0,0.465,1151.0,23.0
Taelon Peter,54,2025,4,0,1,0.0,1.0,4.0,4.0,0.286,49.0,18.0
Taelon Peter,54,2025,167,68,141,4.0,32.0,21.0,70.0,0.578,794.0,22.0
Lachlan Olbrich,55,2025,157,55,207,17.0,23.0,63.0,106.0,0.479,947.0,19.0
Will Richard,56,2025,137,78,198,27.0,41.0,46.0,62.0,0.468,910.0,19.0
Will Richard,56,2025,185,81,183,13.0,66.0,62.0,90.0,0.487,1265.0,22.0
Max Shulga,57,2025,125,112,156,10.0,26.0,80.0,55.0,0.428,1088.0,20.0
Max Shulga,57,2025,153,148,205,4.0,62.0,59.0,69.0,0.435,1148.0,22.0
Jahmai Mashack,59,2025,74,60,161,20.0,64.0,35.0,86.0,0.454,1070.0,22.0
